0.006516,0.006516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054588,0.026234401,0.0267504,0.020613145,0,0.019827157,0,0,0,0,0,0.17618655,0.17620927,0,0,0.014717187,0.014717187,0.0011936086,0.0017359809,0.00029339158,0.010551234,0,0,0.009228304,0,0,0,0,0.066300064,0.06585357,0,0,0,0,0.061231423,0.06136161
0.006516,0.006516,0,0,0,0,0.0013413837,0,0,0,0,0.0013413837,0,0,0,0,0.054945905,0.0261495,0.026665501,0.062395956,0,0.03132226,0,0,0,0,0,0.38724717,0.3870618,0,0,0.004718207,0.0047182064,0,0.0014538029,0.003729115,0.0139992805,0,0,0,0,0.0002730253,0,0,0.14510806,0.1446888,0,0,0,0,0.19295532,0.19335882
0.006516,0.006516,0,0,0,0,0,0.0036978635,0,0,0.0036978635,0,0,0,0,0,0.055176,0.025778402,0.0262944,0.10078178,0,0.031177815,0,0,0,0,0,0.46152604,0.46141475,0,0,0.0018846593,0.0018846607,0,0.00090893504,0.0043994603,0.009974144,0,0.009967953,0,0,0.00055817247,0,0,0.18985666,0.18951066,0,0,0.00023517187,0.00023517257,0.24730201,0.247505
0.006516,0.006516,0,0,0,0,0,0.006508019,0,0,0.006508019,0,0,0,0,0,0.055927202,0.024651002,0.025167001,0.10810168,0,0.04866934,0,0,0,0,0,0.43505412,0.43505687,0,0,0.0005289227,0.0005289238,0,0.00014629582,0.002530539,0.028505774,0,0.012823612,0,0,0.0010528608,0,0,0.18644422,0.18610616,0,0,0.00060564117,0.00060564093,0.2220375,0.2220295
0.006516,0.006516,0,0,0,0,0,0.014879366,0,0,0.014879366,0,0,0,0,0,0.056142602,0.023860201,0.0243762,0.10318783,0,0.08289878,0,0,0,0,0,0.45685083,0.45690462,0,0,0.00094638014,0.0009463809,0,0,0.0038235248,0.040632933,0,0.014554359,0,0,0.002158482,0,0,0.17232916,0.17197755,0,0,0.0007339505,0.0007339505,0.1870022,0.18701912
0.006516,0.006516,0,0,0,0,0,0.01845995,0,0,0.01845995,0,0,0,0,0,0.056064904,0.023253001,0.023769002,0.06969322,0,0.18460527,0,0,0,0,0,0.54186046,0.54200363,0,0,0.0040857154,0.0040857154,0,0,0.0056691538,0.0152961975,0,0.0366081,0,0,0.0025737188,0,0,0.15089741,0.15050288,0,0,0.0004179458,0.00041794532,0.13181315,0.13186641
0.006516,0.006516,0,0,0,0,0,0.021368697,0,0,0.021368697,0,0,0,0,0,0.055937704,0.022833299,0.0233496,0.03144169,0,0.34910646,0,0,0,0,0,0.61713773,0.6170582,0,0,0.0052153096,0.0052153086,0,0,0.0052727717,0.006390672,0,0.07422225,0.0048637297,0,0.0021112976,0,0,0.13160007,0.13110146,0,0,0,0,0.028403554,0.028242704
0.006516,0.006516,0,0,0,0,0,0.038302284,0,0,0.038302284,0,0,0,0,0,0.055676103,0.0228192,0.023335202,0.008700132,0,0.4382729,0,0,0,0,0,0.6374914,0.63715106,0,0,0.005327359,0.005327358,0,0,0.0031435895,0,0.0013581589,0.084155865,0.008177379,0,0.0021809586,0,0,0.08898325,0.0884318,0,0,0,0,0,0
0.006516,0.006516,0,0,0,0,0,0.05173977,0,0,0.05173977,0,0,0,0,0,0.0556791,0.0226137,0.023129702,0,0,0.47175273,0,0,0,0,0,0.63340265,0.6329231,0,0,0.008432705,0.008432705,0,0,0.0020099902,0,0.008665336,0.098592445,0.008798838,0,0.0021017136,0,0,0.027853902,0.02730688,0,0,0,0,0,0
0.006516,0.006516,0,0,0,0,0,0.06252042,0,0,0.06252042,0,0,0,0,0,0.055168804,0.022802101,0.023318402,0.0007010661,0,0.4623575,0,0,0,0,0,0.5900854,0.5896893,0,0,0.00798199,0.00798199,0,0,0.00083757285,0,0.018951213,0.118274346,0.04627861,0,0.0008364696,0,0,0.019318473,0.018848686,0,0,0,0,0,0
